Last Name,Prefix,First Name,Age,Age Group ,,,class,embarked,country,ticketno,fare,sibsp,parch,survived,
Davies, Mr, Alfred James,24,,,,3rd,S,England,48871,24.03,2,0,no,
Davies, Mr, Charles Henry,19,,,,2nd,S,England,14879,73.10,0,0,no,
Davies, Mr, Evan Lewis,22,,,,3rd,S,Wales,23568,8.01,0,0,no,
Davies, Mr, John,22,,,,3rd,S,England,48871,24.03,2,0,no,
Davies, Mr, Joseph,17,,,,3rd,S,England,48873,8.01,2,0,no,
Davies, Mrs, Agnes,48,,,,2nd,S,England,33112,36.15,0,2,yes,
Davis, Miss, Mary Ann Charlotte,28,,,,2nd,S,England,237668,13.00,0,0,yes,
Davison, Mrs, Mary Elizabeth,34,,,,3rd,S,England,386525,16.02,1,0,yes,
Davison, Mr, Thomas Henry,32,,,,3rd,S,England,386525,16.02,1,0,no,
Deacon, Mr, Percy William,18,,,,2nd,S,England,14879,73.10,0,0,no,
Dean, Master, Bertram Vere,1,,,,3rd,S,England,2315,20.11,1,2,yes,
Dean, Miss, Elizabeth Gladys 'Millvina',12,,,,3rd,S,England,2315,20.11,1,2,yes,
Dean, Mr, Bertram Frank,25,,,,3rd,S,England,2315,20.11,1,2,no,
Dean, Mrs, Eva Georgetta,32,,,,3rd,S,England,2315,20.11,1,2,yes,
Delalic, Mr, Redjo,25,,,,3rd,S,Bosnia,349250,7.17,0,0,no,
Del Carlo, Mrs, Argene,24,,,,2nd,C,Italy,2167,27.14,1,0,yes,
Del Carlo, Mr, Sebastiano,29,,,,2nd,C,Italy,2167,27.14,1,0,no,
De Messemaeker, Mr, Guillaume Joseph,36,,,,3rd,S,United States,345572,17.08,1,0,yes,
De Messemaeker, Mrs, Anna,36,,,,3rd,S,United States,345572,17.08,1,0,yes,
De Mulder, Mr, Theodoor,30,,,,3rd,S,Belgium,345774,9.10,0,0,yes,
Denbuoy, Mr, Albert Joseph,25,,,,2nd,S,Channel Islands,31029,31.10,0,0,no,
Denkoff, Mr, Mitto,30,,,,3rd,S,NA,349225,7.17,0,0,no,
Dennis, Mr, Samuel,22,,,,3rd,S,England,21172,7.05,0,0,no,
Dennis, Mr, William,26,,,,3rd,S,England,21175,7.05,0,0,no,
De Pelsmaeker, Mr, Alfons,16,,,,3rd,S,Belgium,345778,9.10,0,0,no,
Devaney, Miss, Margaret Delia,19,,,,3rd,Q,Ireland,330958,7.17,0,0,yes,
Dibden, Mr, William,18,,,,2nd,S,England,14879,73.10,0,0,no,
Dick, Mr, Albert Adrian,31,,,,1st,S,Canada,17474,57.00,1,0,yes,
Dick, Mrs, Vera,17,,,,1st,S,United States,17474,57.00,1,0,yes,
Dika, Mr, Mirko,17,,,,3rd,S,Croatia (Modern),349232,7.17,0,0,no,
Dimic, Mr, Jovan,42,,,,3rd,S,Hungary,315088,8.13,0,0,no,
Dintcheff, Mr, Valtcho,43,,,,3rd,S,NA,349226,7.17,0,0,no,
Dodge, Dr, Washington,52,,,,1st,S,United States,33638,81.17,1,1,yes,
Dodge, Master, Washington,4,,,,1st,S,United States,33638,81.17,0,2,yes,
Dodge, Mrs, Ruth,34,,,,1st,S,United States,33638,81.17,1,1,yes,
Doling, Miss, Elsie,18,,,,2nd,S,England,231919,23.00,0,1,yes,
Doling, Mrs, Ada Julia Elizabeth,34,,,,2nd,S,England,231919,23.00,0,1,yes,
Donohoe, Miss, Bridget,21,,,,3rd,Q,Ireland,364856,7.15,0,0,no,
Dooly, Mr, Patrick,37,,,,3rd,Q,Ireland,370376,7.15,0,0,no,
Dorking, Mr, Edward Arthur,18,,,,3rd,S,England,10482,8.01,0,0,yes,
Dougherty, Mr, William John,22,,,,3rd,Q,Ireland,330877,8.09,0,0,no,
Douglas, Mrs, Mahala,48,,,,1st,C,United States,17761,106.08,1,0,yes,
Douglas, Mrs, Mary Hélène,27,,,,1st,C,Canada,17558,247.10,1,1,yes,
Douglas, Mr, Walter Donald,50,,,,1st,C,United States,17761,106.08,1,0,no,
Douton, Mr, William Joseph,55,,,,2nd,S,England,28403,26.00,0,0,no,
Dowdell, Miss, Elizabeth,31,,,,3rd,S,United States,364516,12.09,0,0,yes,
Doyle, Miss, Elizabeth,28,,,,3rd,Q,Ireland,368702,7.15,0,0,no,
Drazenovic, Mr, Jozef,33,,,,3rd,C,Croatia (Modern),349241,7.17,0,0,no,
Drew, Master, Marshall Brines,8,,,,2nd,S,United States,28220,32.10,0,2,yes,
Drew, Mr, James Vivian,42,,,,2nd,S,England,28220,32.10,1,1,no,
Drew, Mrs, Maria Louisa Thorne,34,,,,2nd,S,United States,28220,32.10,1,1,yes,
Driscoll, Miss, Bridget,27,,,,3rd,Q,Ireland,14311,7.15,0,0,yes,
Dropkin, Miss, Jennie,24,,,,3rd,S,England,392083,8.01,0,0,yes,
Duff Gordon, Lucy Christiana, Lady,48,,,,1st,C,England,17485,56.18,1,0,yes,
Duff Gordon, Sir, Cosmo Edmund,49,,,,1st,C,England,11755,39.12,1,0,yes,
Dulles, Mr, William Crothers,39,,,,1st,C,United States,17580,29.14,0,0,no,
Duquemin, Mr, Joseph Pierre,24,,,,3rd,S,Channel Islands,752,7.11,0,0,yes,
Durán i Moné, Sra, Asuncion,27,,,,2nd,C,Spain,2149,13.17,1,0,yes,
Durán i Moné, Sra, Florentina,30,,,,2nd,C,Spain,2148,13.17,1,0,yes,
Dwan, Mr, Frank,65,,,,3rd,Q,Ireland,336439,7.15,0,0,no,
Dyker, Mr, Adolf Fredrik,23,,,,3rd,S,United States,347072,13.18,1,0,no,
Dyker, Mrs, Anna Elisabeth Judith,22,,,,3rd,S,United States,347072,13.18,1,0,yes,
Earnshaw, Mrs, Olive,23,,,,1st,C,United States,11767,83.03,0,1,yes,
Edvardsson, Mr, Gustaf Hjalmar,18,,,,3rd,S,Sweden,349912,7.15,0,0,no,
Eitemiller, Mr, George Floyd,25,,,,2nd,S,United States,29751,13.00,0,0,no,
Eklund, Mr, Hans Linus,16,,,,3rd,S,Sweden,347074,7.15,0,0,no,
Ekström, Mr, Amandus,45,,,,3rd,S,Sweden,347061,6.19,0,0,no,
Elias, Mr, Dibo,29,,,,3rd,C,NA,2674,7.04,0,0,no,
Elias, Mr, Joseph jr,15,,,,3rd,C,Lebanon,2690,7.04,1,1,no,
Elias Nasrallah, Mr, Tannous,22,,,,3rd,C,Lebanon,2695,7.04,1,1,no,
Elsbury, Mr, William James,48,,,,3rd,S,England,3902,7.05,0,0,no,
Emanuel, Miss, Virginia Ethel,5,,,,3rd,S,United States,364516,12.09,0,0,yes,
Enander, Mr, Ingvar,21,,,,2nd,S,Sweden,236854,13.00,0,0,no,
Endres, Miss, Caroline Louise,39,,,,1st,C,United States,17757,247.10,0,0,yes,
Estanislau, Mr, Manuel Gonçalves,37,,,,3rd,S,NA,3101306,7.01,0,0,no,
Eustis, Miss, Elizabeth Mussey,54,,,,1st,C,United States,36947,78.05,1,0,yes,
Evans, Miss, Edith Corse,36,,,,1st,C,United States,17531,31.13,0,0,no,
Everett, Mr, Thomas James,38,,,,3rd,S,England,6212,15.02,0,0,no,
Fahlstrøm, Mr, Arne Joma,18,,,,2nd,S,Norway,236171,13.00,0,0,no,
Fardon, Mr, Charles Richard,46,,,,3rd,S,England,3101314,7.05,0,0,no,
Farrell, Mr, James,26,,,,3rd,Q,Ireland,367232,7.15,0,0,no,
Farthing, Mr, John,49,,,,1st,S,England,17483,221.15,0,0,no,
Faunthorpe, Mr, Harry Bartram,32,,,,2nd,S,England,2926,26.00,1,0,no,
Fillbrook, Mr, Joseph Charles,18,,,,2nd,S,England,15185,10.10,0,0,no,
Finoli, Mr, Luigi,34,,,,3rd,S,NA,3101308,7.01,0,0,yes,
Fischer, Mr, Eberhard Thelander,18,,,,3rd,S,Sweden,350036,7.15,0,0,no,
Flegenheim, Mrs, Antoinette,48,,,,1st,C,United States,17598,31.13,0,0,yes,
Fleming, Miss, Honor,22,,,,3rd,Q,Ireland,364859,7.15,0,0,no,
Fleming, Miss, Margaret,42,,,,1st,C,United States,17421,110.17,0,0,yes,
Flynn, Mr, James,28,,,,3rd,Q,Ireland,364851,7.15,0,0,no,
Flynn, Mr, John,48,,,,3rd,Q,Ireland,368323,6.19,0,0,no,
Flynn, Mr, John Irwin,36,,,,1st,S,Canada,14474,26.05,0,0,yes,
Foley, Mr, Joseph,19,,,,3rd,Q,Ireland,330910,7.17,0,0,no,
Foley, Mr, William,20,,,,3rd,Q,Ireland,365235,7.15,0,0,no,
Foo, Mr, Choong,32,,,,3rd,S,NA,1601,56.09,0,0,yes,
Ford, Miss, Dollina Margaret,20,,,,3rd,S,England,6608,34.07,2,2,no,
Ford, Miss, Robina Maggie,7,,,,3rd,S,England,6608,34.07,2,2,no,
Ford, Mr, Arthur,23,,,,3rd,S,England,1478,8.01,0,0,no,
Ford, Mr, Edward Watson,18,,,,3rd,S,England,6608,34.07,2,2,no,
Ford, Mrs, Margaret Ann Watson,54,,,,3rd,S,Scotland,6608,34.07,1,3,no,
Ford, Mr, William Neal Thomas,14,,,,3rd,S,England,6608,34.07,1,3,no,
Foreman, Mr, Benjamin Laventall,30,,,,1st,S,United States,113051,27.15,0,0,no,
Fortune, Miss, Alice Elizabeth,24,,,,1st,S,Canada,19950,263.00,3,2,yes,
Fortune, Miss, Ethel Flora,28,,,,1st,S,Canada,19950,263.00,3,2,yes,
Fortune, Miss, Mabel Helen,23,,,,1st,S,Canada,19950,263.00,3,2,yes,
Fortune, Mr, Charles Alexander,19,,,,1st,S,Canada,19950,263.00,3,2,no,
Fortune, Mr, Mark,64,,,,1st,S,Canada,19950,263.00,1,4,no,
Fortune, Mrs, Mary,60,,,,1st,S,Canada,19950,263.00,1,4,yes,
Fox, Mr, Patrick,28,,,,3rd,Q,Ireland,368573,7.15,0,0,no,
Fox, Mr, Stanley Harrington,38,,,,2nd,S,United States,229236,13.00,0,0,no,
Francatelli, Miss, Laura Mabel,32,,,,1st,C,England,17485,56.18,0,0,yes,
Franklin, Mr, Thomas Parnham,37,,,,1st,S,England,113778,26.11,0,0,no,
Frauenthal, Dr, Henry William,49,,,,1st,S,United States,17611,133.13,2,0,yes,
Frauenthal, Mr, Isaac Gerald,43,,,,1st,C,United States,17765,27.14,1,0,yes,
Frauenthal, Mrs, Clara,42,,,,1st,S,United States,17611,133.13,1,0,yes,
Frölicher, Miss, Hedwig Margaritha,22,,,,1st,C,Switzerland,13568,49.10,0,2,yes,
Frölicher-Stehli, Mr, Maximilian Josef,60,,,,1st,C,Switzerland,13567,79.04,1,1,yes,
Frölicher-Stehli, Mrs, Margaretha Emerentia,48,,,,1st,C,Switzerland,13567,79.04,1,1,yes,
Frost, Mr, Anthony Wood,39,,,,2nd,B,England,239854,33.40,0,0,no,
Fry, Mr, Richard,39,,,,1st,S,England,112058,33.40,0,0,no,
Funk, Miss, Annie Clemmer,38,,,,2nd,S,India,237671,13.00,0,0,no,
Futrelle, Mr, Jacques Heath,37,,,,1st,S,England,113803,53.02,1,0,no,
Futrelle, Mrs, Lily May,35,,,,1st,S,England,113803,53.02,1,0,yes,
Fynney, Mr, Joseph J,36,,,,2nd,S,England,239865,26.00,0,0,no,
Gale, Mr, Harry,38,,,,2nd,S,England,28664,21.00,1,0,no,
Gale, Mr, Shadrach,33,,,,2nd,S,England,28664,21.00,1,0,no,
Gallagher, Mr, Martin,29,,,,3rd,Q,Ireland,36864,7.14,0,0,no,
Garfirth, Mr, John,23,,,,3rd,S,England,358585,14.10,0,0,no,
Garside, Miss, Ethel,39,,,,2nd,S,England,243880,13.00,0,0,yes,
Gaskell, Mr, William Alfred,19,,,,2nd,S,England,239865,26.00,0,0,no,
Gavey, Mr, Laurence,26,,,,2nd,S,Channel Islands,31028,10.10,0,0,no,
Gee, Mr, Arthur H,47,,,,1st,S,England,111320,38.10,0,0,no,
George/Joseph, Mrs, Shawneene,38,,,,3rd,C,United States,2688,7.04,0,0,yes,
Gerios Thamah, Mr, Assaf,21,,,,3rd,C,Lebanon,2692,7.04,0,0,no,
Gheorgheff, Mr, Stanio,30,,,,3rd,C,Bulgaria,349254,7.17,0,0,no,
Gibson, Miss, Dorothy Winifred,22,,,,1st,C,United States,112378,59.08,0,1,yes,
Gibson, Mrs, Pauline Caroline,44,,,,1st,C,United States,112378,59.08,0,1,yes,
Gieger, Miss, Amalie,35,,,,1st,S,NA,113503,211.10,0,0,yes,
Giglio, Mr, Victor Gaitan Andrea,23,,,,1st,C,NA,17593,79.04,0,0,no,
Gilbert, Mr, William,47,,,,2nd,S,England,30769,10.10,0,0,no,
Giles, Mr, Edgar,19,,,,2nd,S,England,28133,11.10,1,0,no,
Giles, Mr, Frederick Edward,21,,,,2nd,S,England,28134,11.10,1,0,no,
Giles, Mr, Ralph,24,,,,2nd,S,England,248726,13.10,0,0,no,
Gilinski, Mr, Eliezer,23,,,,3rd,S,Wales,14973,8.01,0,0,no,
Gillespie, Mr, William Henry,31,,,,2nd,S,Ireland,12233,13.00,0,0,no,
Gill, Mr, John,24,,,,2nd,S,England,233866,13.00,0,0,no,
Gilnagh, Miss, Katherine,17,,,,3rd,Q,Ireland,35851,7.14,0,0,yes,
Givard, Mr, Hans Kristensen,30,,,,2nd,S,Argentina,250646,13.00,0,0,no,
Glynn, Miss, Mary Agatha,18,,,,3rd,Q,Ireland,335677,7.15,0,0,yes,
Goldenberg, Mr, Samuel L,47,,,,1st,C,United States,17453,89.02,1,0,yes,
Goldenberg, Mrs, Nella,40,,,,1st,C,United States,17453,89.02,1,0,yes,
Goldschmidt, Mr, George B,71,,,,1st,C,United States,17754,34.13,0,0,no,
Goldsmith, Master, Frank John William,9,,,,3rd,S,England,363291,20.10,0,2,yes,
Goldsmith, Mr, Frank John,33,,,,3rd,S,England,363291,20.10,1,1,no,
Goldsmith, Mr, Nathan,41,,,,3rd,S,NA,3101263,7.17,0,0,no,
Goldsmith, Mrs, Emily Alice,31,,,,3rd,S,England,363291,20.10,1,1,yes,
Goodwin, Master, Harold Victor,9,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Master, Sidney Leslie,1,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Master, William Frederick,11,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Miss, Jessie Allis,10,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Miss, Lillian Amy,16,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Mr, Charles Edward,14,,,,3rd,S,England,2144,46.18,5,2,no,
Goodwin, Mr, Frederick Joseph,42,,,,3rd,S,England,2144,46.18,1,6,no,
Goodwin, Mrs, Augusta,43,,,,3rd,S,England,2144,46.18,1,6,no,
Gracie, Colonel, Archibald,53,,,,1st,S,United States,113780,28.10,0,0,yes,
Graham, Miss, Margaret Edith,19,,,,1st,S,England,17582,153.09,0,0,yes,
Graham, Mr, George Edward,38,,,,1st,S,Canada,112053,30.00,0,1,no,
Graham, Mrs, Edith,59,,,,1st,S,England,17582,153.09,0,1,yes,
Greenberg, Mr, Samuel,52,,,,2nd,S,South Africa,250647,13.00,0,0,no,
Greenfield, Mrs, Blanche,45,,,,1st,C,United States,17759,63.07,0,1,yes,
Greenfield, Mr, William Bertram,23,,,,1st,C,United States,17759,63.07,0,1,yes,
Green, Mr, George,20,,,,engineering crew,S,England,NA,33.40,0,0,no,
Green, Mr, George,41,,,,3rd,S,England,21440,8.01,0,0,no,
Grønnestad, Mr, Daniel Danielsen,32,,,,3rd,S,Norway,8471,8.06,0,0,no,
Guest, Mr, Charles Robert,25,,,,3rd,S,England,376563,8.01,0,0,no,
Guggenheim, Mr, Benjamin,46,,,,1st,C,France,17593,79.04,0,0,no,
Gustafsson, Mr, Alfred Ossian,19,,,,3rd,S,Finland,7534,9.16,0,0,no,
Gustafsson, Mr, Anders Vilhelm,37,,,,3rd,S,Finland,3101276,7.18,2,0,no,
Gustafsson, Mr, Johan Birger,28,,,,3rd,S,Finland,3101277,7.18,2,0,no,
Gustafsson, Mr, Karl Gideon,19,,,,3rd,S,Sweden,347069,7.15,0,0,no,
Haas, Miss, Aloisia,24,,,,3rd,S,Switzerland,349236,8.17,0,0,no,
Hagland, Mr, Ingvald Olai Olsen,28,,,,3rd,S,Norway,65303,6.19,1,0,no,
Hagland, Mr, Konrad Mathias Reiersen,19,,,,3rd,S,Norway,65304,6.19,1,0,no,
Hakkarainen, Mr, Pekka Pietari,28,,,,3rd,S,Finland,3101279,15.17,1,0,no,
Hakkarainen, Mrs, Elin Matilda,24,,,,3rd,S,Finland,3101279,15.17,1,0,yes,
Hale, Mr, Reginald,30,,,,2nd,S,England,250653,13.00,0,0,no,
Hämäläinen, Master, Viljo Unto Johannes,16,,,,2nd,S,United States,250649,14.10,1,1,yes,
Hämäläinen, Mrs, Anna,23,,,,2nd,S,United States,250649,14.10,0,2,yes,
Hampe, Mr, Léon Jérome,19,,,,3rd,S,Belgium,345769,9.10,0,0,no,
Hannah, Mr, Borak,27,,,,3rd,C,Lebanon,2663,7.04,0,0,yes,
Hanna, Mr, Boulos,18,,,,3rd,C,Lebanon,2664,7.04,0,0,no,
Hanna, Mr, Mansour,35,,,,3rd,C,Lebanon,2693,7.04,0,0,no,
Hansen, Mr, Claus Peter,41,,,,3rd,S,United States,350026,14.02,2,0,no,
Hansen, Mr, Henrik Juul,26,,,,3rd,S,Denmark,350025,7.17,1,0,no,
Hansen, Mr, Henry Damsgaard,21,,,,3rd,S,Denmark,350029,7.17,0,0,no,
Hansen, Mrs, Jennie Louise,45,,,,3rd,S,United States,350026,14.02,1,0,yes,
Harbeck, Mr, William H,45,,,,2nd,S,United States,248746,13.00,0,0,no,
Harder, Mr, George Achilles,25,,,,1st,C,United States,11765,55.08,1,0,yes,
Harder, Mrs, Dorothy,21,,,,1st,C,United States,11765,55.08,1,0,yes,
Hargadon, Miss, Catherine,17,,,,3rd,Q,Ireland,30631,7.14,0,0,no,
Harknett, Miss, Alice Phoebe,21,,,,3rd,S,England,6609,7.11,0,0,no,
Harper, Miss, Annie Jessie,6,,,,2nd,S,Scotland,248727,33.00,0,1,yes,
Harper, Mr, Henry Sleeper,48,,,,1st,C,United States,17572,76.14,1,0,yes,
Harper, Mrs, Myra Raymond,49,,,,1st,C,United States,17572,76.14,1,0,yes,
Harper, Rev, John,39,,,,2nd,S,Scotland,248727,33.00,0,1,no,
Harrington, Mr, Charles Henry,37,,,,1st,S,England,113796,42.08,0,0,no,
Harris, Mr, George,62,,,,2nd,S,England,752,10.10,0,0,yes,
Harris, Mr, Henry Birkhardt,45,,,,1st,S,United States,36973,83.09,1,0,no,
Harris, Mrs, Irene,35,,,,1st,S,United States,36973,83.09,1,0,yes,
Harris, Mr, Walter,45,,,,2nd,S,England,14208,10.10,0,0,no,
Harrison, Mr, William Henry,46,,,,1st,S,England,112059,33.40,0,0,no,
Hartley, Mr, Wallace Henry,33,,,,2nd,S,England,250654,33.40,0,0,no,
Hart, Miss, Eva Miriam,7,,,,2nd,S,England,13529,26.05,0,2,yes,
Hart, Mr, Benjamin,47,,,,2nd,S,England,13529,26.05,1,1,no,
Hart, Mr, Henry,29,,,,3rd,Q,Ireland,394140,6.17,0,0,no,
Hart, Mrs, Esther Ada,48,,,,2nd,S,England,13529,26.05,1,1,yes,
Hassab, Mr, Hammad,27,,,,1st,C,Egypt,17572,76.14,0,0,yes,
Hawksford, Mr, Walter James,45,,,,1st,S,England,16988,30.00,0,0,yes,
Hays, Miss, Margaret Bechstein,24,,,,1st,C,United States,11767,83.03,0,0,yes,
Hays, Mr, Charles Melville,55,,,,1st,S,Canada,12749,93.10,1,1,no,
Hays, Mrs, Clara Jennings,52,,,,1st,S,Canada,12749,93.10,1,1,yes,
Head, Mr, Christopher,42,,,,1st,S,England,113038,42.10,0,0,no,
Healy, Miss, Honor,33,,,,3rd,Q,Ireland,370375,7.15,0,0,yes,
Hedman, Mr, Oskar Arvid,27,,,,3rd,S,Sweden,347089,6.19,0,0,yes,
Hee, Mr, Ling,24,,,,3rd,S,NA,1601,56.09,0,0,yes,
Hegarty, Miss, Hanora,20,,,,3rd,Q,Ireland,365226,6.15,0,0,no,
Heikkinen, Miss, Laina,16,,,,3rd,S,Finland,3101282,7.18,0,0,yes,
Heininen, Miss, Wendla Maria,23,,,,3rd,S,Finland,3101290,7.18,0,0,no,
Hellström, Miss, Hilda Maria,22,,,,3rd,S,Sweden,7548,8.19,0,0,yes,
Hendekovic, Mr, Ignjac,30,,,,3rd,S,Hungary,349243,7.17,0,0,no,
Henriksson, Miss, Jenny Lovisa,28,,,,3rd,S,Sweden,347086,7.15,0,0,no,
Henry, Miss, Bridget Delia,21,,,,3rd,Q,Ireland,382649,7.15,0,0,no,
Herman, Miss, Alice,24,,,,2nd,S,England,220845,65.00,1,2,yes,
Herman, Miss, Kate,24,,,,2nd,S,England,220845,65.00,1,2,yes,
Herman, Mr, Samuel,50,,,,2nd,S,England,220845,65.00,1,2,no,
Herman, Mrs, Jane,50,,,,2nd,S,India,220845,65.00,1,2,yes,
Hewlett, Mrs, Mary Dunbar,56,,,,2nd,S,India,248706,16.00,0,0,yes,
Hickman, Mr, Leonard Mark,24,,,,2nd,S,England,14879,73.10,2,0,no,
Hickman, Mr, Lewis,30,,,,2nd,S,England,14879,73.10,2,0,no,
Hickman, Mr, Stanley George,21,,,,2nd,S,England,14879,73.10,2,0,no,
Hilliard, Mr, Herbert Henry,44,,,,1st,S,England,17463,51.17,0,0,no,
Hiltunen, Miss, Marta,18,,,,2nd,S,Finland,250650,13.00,1,1,no,
Hipkins, Mr, William Edward,55,,,,1st,S,England,680,50.00,0,0,no,
Hippach, Miss, Jean Gertrude,17,,,,1st,C,United States,111361,57.19,0,1,yes,
Hippach, Mrs, Ida Sophia,44,,,,1st,C,United States,111361,57.19,0,1,yes,
Hirvonen, Miss, Hildur Elisabeth,2,,,,3rd,S,Finland,3101298,12.05,0,1,yes,
Hirvonen, Mrs, Helga Elisabeth Lindqvist,22,,,,3rd,S,Finland,3101298,12.05,1,1,yes,
Hocking, Miss, Ellen,20,,,,2nd,S,England,29105,23.00,2,1,yes,
Hocking, Mr, Richard George,24,,,,2nd,S,England,29104,11.10,2,1,no,
Hocking, Mr, Samuel James Metcalfe,36,,,,2nd,S,England,242963,13.00,0,0,no,
Hocking, Mrs, Eliza,54,,,,2nd,S,England,29105,23.00,1,3,yes,
Hodges, Mr, Henry Price,50,,,,2nd,S,England,250643,13.00,0,0,no,
Hogeboom, Mrs, Anna Louisa,51,,,,1st,C,United States,13502,77.19,1,0,yes,
Hold, Mrs, Annie Margaret,29,,,,2nd,S,England,26707,26.00,1,0,yes,
Hold, Mr, Stephen,44,,,,2nd,S,England,26707,26.00,1,0,no,
Holm, Mr, John Fredrik Alexander,43,,,,3rd,S,Sweden,7075,6.09,0,0,no,
Holthen, Mr, Johan Martin,18,,,,3rd,S,Norway,4001,22.10,0,0,no,
Holverson, Mr, Alexander Oskar,42,,,,1st,S,United States,113789,52.00,1,0,no,
Holverson, Mrs, Mary Aline,35,,,,1st,S,United States,113789,52.00,1,0,yes,
Homer, Mr, Harry,40,,,,1st,S,United States,111426,26.11,0,0,yes,
Honkanen, Miss, Eliina,27,,,,3rd,S,Finland,3101283,7.18,0,0,yes,
Hood, Mr, Ambrose Jr,21,,,,2nd,S,England,14879,73.10,0,0,no,
Horgan, Mr, John,22,,,,3rd,Q,NA,370377,7.15,0,0,no,
Hosono, Mr, Masabumi,41,,,,2nd,S,Japan,237798,13.00,0,0,yes,
Howard, Miss, May Elizabeth,26,,,,3rd,S,England,39186,8.01,0,0,yes,
Howard, Mr, Benjamin,63,,,,2nd,S,England,24065,26.00,1,0,no,
Howard, Mrs, Ellen Truelove,61,,,,2nd,S,England,24065,26.00,1,0,no,
Hoyt, Mr, Frederick Maxfield,38,,,,1st,S,United States,19943,100.00,1,0,yes,
Hoyt, Mrs, Jane Anne,31,,,,1st,S,United States,19943,100.00,1,0,yes,
Hoyt, Mr, William Fisher,43,,,,1st,C,United States,17600,30.13,0,0,no,
Humblen, Mr, Adolf Mathias Nicolai Olsen,42,,,,3rd,S,Norway,348121,7.13,0,0,no,
Hume, Mr, John Law,21,,,,2nd,S,NA,250654,33.40,0,0,no,
Hunt, Mr, George Henry,34,,,,2nd,S,England,1585,12.05,0,0,no,
Hyman, Mr, Abraham Joseph,34,,,,3rd,S,England,3470,7.17,0,0,yes,
Ibrāhīm, Mr, Husayn Mahmūd Husayn,11,,,,3rd,C,NA,2699,18.15,0,0,no,
Ibrāhīm, Mrs, Sāfiyah,18,,,,3rd,C,Syria,2657,7.04,0,0,yes,
Ibrahim Shawah, Mr, Yousseff,33,,,,3rd,C,Lebanon,2627,14.09,0,0,no,
Icard, Miss, Rose Amélie,39,,,,1st,S,NA,113572,80.00,0,0,yes,
Ilett, Miss, Bertha,17,,,,2nd,S,Channel Islands,14885,10.10,0,0,yes,
Ilieff, Mr, Ylio,32,,,,3rd,S,NA,349220,7.17,0,0,no,
Ilmakangas, Miss, Ida Livija,17,,,,3rd,S,United States,3101270,7.18,1,0,no,
Ilmakangas, Miss, Pieta Sofia,25,,,,3rd,S,Finland,3101271,7.18,1,0,no,
Isham, Miss, Ann Elizabeth,50,,,,1st,C,United States,17595,28.14,0,0,no,
Ismay, Mr, Joseph Bruce,49,,,,1st,S,England,112058,33.40,0,0,yes,
Ivanoff, Mr, Kanio,20,,,,3rd,S,Bulgaria,349201,7.17,0,0,no,
Jabbur (Zabour), Miss, Hileni,16,,,,3rd,C,NA,2665,14.09,1,0,no,
Jabbur (Zabour), Miss, Thamine,19,,,,3rd,C,NA,2665,14.09,1,0,no,
Jacobsohn, Mrs, Amy Frances Christy,24,,,,2nd,S,England,243847,27.00,2,1,yes,
Jacobsohn, Mr, Sidney Samuel,42,,,,2nd,S,South Africa,243847,27.00,1,0,no,
Jalševac, Mr, Ivan,30,,,,3rd,C,Croatia (Modern),349240,7.17,0,0,yes,
Jansson, Mr, Carl Olof,21,,,,3rd,S,Sweden,350034,7.15,0,0,yes,
Jardim, Mr, José Neto,21,,,,3rd,S,NA,3101305,7.01,0,0,no,
Jarvis, Mr, Denzil John,46,,,,2nd,S,Wales,237565,15.00,0,0,no,
Jefferys, Mr, Clifford Thomas,24,,,,2nd,S,England,31029,31.10,2,0,no,
Jefferys, Mr, Ernest Wilfred,21,,,,2nd,S,England,31029,31.10,2,0,no,
Jenkin, Mr, Stephen Curnow,32,,,,2nd,S,England,33111,10.10,0,0,no,
Jensen, Mr, Hans Peder,20,,,,3rd,S,Denmark,350050,7.17,0,0,no,
Jensen, Mr, Niels Rasmus,48,,,,3rd,S,Denmark,350048,7.01,0,0,no,
Jensen, Mr, Svend Lauritz,17,,,,3rd,S,Denmark,350047,7.17,1,0,no,
Jermyn, Miss, Annie Jane,26,,,,3rd,Q,Ireland,14313,7.15,0,0,yes,
Jerwan, Mrs, Marie Marthe,23,,,,2nd,C,United States,541,13.15,0,0,yes,
Johannesen, Mr, Bernt Johannes,29,,,,3rd,S,Norway,65306,8.02,0,0,yes,
Johanson, Mr, Jakob Alfred,34,,,,3rd,S,Finland,3101264,6.09,0,0,no,
Johansson, Mr, Erik,22,,,,3rd,S,Sweden,350052,7.15,0,0,no,
Johansson, Mr, Gustaf Joel,33,,,,3rd,S,Sweden,7540,8.13,0,0,no,
Johansson, Mr, Karl Johan,31,,,,3rd,S,United States,347063,7.15,0,0,no,
Johansson, Mr, Nils,29,,,,3rd,S,United States,347467,7.17,0,0,no,
Johansson Palmquist, Mr, Oskar Leander,26,,,,3rd,S,Sweden,347070,7.15,0,0,yes,
Johnson, Master, Harold Theodor,4,,,,3rd,S,NA,347742,11.02,1,1,yes,
